0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.000156387,0.000312846,0.000469449,0.00062627,0.000783381,0.000940856,0.00109877,0.0012572,0.00141621,0.0015759,0.00173633,0.00189759,0.00205975,0.00222291,0.00238716,0.00255257,0.00271924,0.00288726,0.00305673,0.00322776,0.00340044,0.00357489,0.00375121,0.00392952,0.00410995,0.00429261,0.00447765,0.0046652,0.0048554,0.0050484,0.00524438,0.00544348,0.00564589,0.0058518,0.00606139,0.00627488,0.00649249,0.00671445,0.006941,0.0071724,0.00740893,0.00765089,0.0078986,0.00815238,0.0084126,0.00867964,0.00895391,0.00923586,0.00952597,0.00982473,0.0101327,0.0104505,0.0107788,0.0111182,0.0114695,0.0118336,0.0122113,0.0126037,0.0130117,0.0134367,0.0138798,0.0143425,0.0148264,0.0153333,0.015865,0.0164238,0.0170121,0.0176325,0.0182882,0.0189825,0.0197193,0.0205032,0.0213391,0.0222329,0.0231913,0.024222,0.0253341,0.0265384,0.0278473,0.0292759,0.0308421,0.0325677,0.0344793,0.0366097,0.039,0.0417023,0.0447832,0.0483303,0.0524601,0.0573313,0.0631662,0.0702854,0.0791692,0.0905704,0.105736,0.126881,0.158299,0.209242,0.302249,0.499951,1,
0,0.000312702,0.000625547,0.000938682,0.00125225,0.0015664,0.00188127,0.00219702,0.0025138,0.00283176,0.00315105,0.00347183,0.00379426,0.00411851,0.00444475,0.00477314,0.00510387,0.00543712,0.00577307,0.00611192,0.00645387,0.00679912,0.0071479,0.00750043,0.00785693,0.00821766,0.00858286,0.00895279,0.00932774,0.00970799,0.0100938,0.0104856,0.0108836,0.0112883,0.0116999,0.0121189,0.0125457,0.0129806,0.0134243,0.0138771,0.0143397,0.0148124,0.015296,0.0157911,0.0162983,0.0168184,0.017352,0.0179001,0.0184636,0.0190433,0.0196403,0.0202556,0.0208906,0.0215464,0.0222245,0.0229263,0.0236535,0.024408,0.0251916,0.0260066,0.0268551,0.0277399,0.0286638,0.0296299,0.0306417,0.031703,0.0328182,0.033992,0.0352298,0.0365377,0.0379224,0.0393917,0.0409543,0.0426203,0.0444012,0.0463102,0.0483625,0.0505762,0.0529721,0.0555749,0.0584141,0.0615247,0.0649493,0.0687397,0.0729595,0.0776882,0.0830258,0.0891003,0.096078,0.104179,0.113699,0.125048,0.138806,0.155821,0.177376,0.205492,0.243489,0.297074,0.37642,0.499804,0.697555,1,
0,0.000468872,0.00093796,0.00140748,0.00187765,0.00234869,0.00282082,0.00329425,0.00376923,0.00424597,0.00472471,0.00520568,0.00568912,0.00617529,0.00666442,0.00715679,0.00765266,0.00815229,0.00865598,0.009164,0.00967667,0.0101943,0.0107172,0.0112457,0.0117801,0.0123209,0.0128684,0.0134229,0.013985,0.014555,0.0151334,0.0157206,0.0163172,0.0169237,0.0175406,0.0181686,0.0188082,0.0194601,0.020125,0.0208036,0.0214967,0.0222051,0.0229297,0.0236715,0.0244314,0.0252105,0.02601,0.0268311,0.027675,0.0285433,0.0294374,0.030359,0.0313098,0.0322917,0.033307,0.0343577,0.0354463,0.0365755,0.0377483,0.0389677,0.0402374,0.041561,0.0429429,0.0443877,0.0459006,0.0474872,0.0491539,0.0509079,0.052757,0.0547103,0.0567777,0.0589707,0.0613021,0.0637867,0.0664414,0.0692856,0.0723418,0.075636,0.0791988,0.0830662,0.0872808,0.0918934,0.0969653,0.102571,0.1088,0.115767,0.123612,0.132514,0.142703,0.154478,0.168238,0.184521,0.20407,0.227933,0.257622,0.295366,0.344508,0.41009,0.499559,0.622992,0.790464,1,
0,0.000624826,0.00124994,0.00187563,0.00250218,0.00312989,0.00375905,0.00438995,0.00502289,0.00565818,0.00629613,0.00693705,0.00758126,0.00822909,0.00888087,0.00953695,0.0101977,0.0108634,0.0115345,0.0122114,0.0128945,0.0135842,0.0142808,0.014985,0.015697,0.0164174,0.0171468,0.0178855,0.0186343,0.0193936,0.020164,0.0209462,0.0217409,0.0225487,0.0233704,0.0242067,0.0250585,0.0259266,0.0268119,0.0277155,0.0286384,0.0295816,0.0305463,0.0315337,0.0325453,0.0335823,0.0346464,0.0357391,0.0368621,0.0380175,0.039207,0.040433,0.0416978,0.0430039,0.044354,0.0457511,0.0471984,0.0486995,0.0502582,0.0518787,0.0535656,0.0553239,0.0571591,0.0590775,0.0610856,0.0631912,0.0654024,0.0677286,0.0701802,0.0727688,0.0755075,0.0784112,0.0814967,0.0847831,0.0882922,0.0920491,0.0960829,0.100427,0.105121,0.11021,0.115749,0.121803,0.128448,0.135777,0.143904,0.152968,0.163142,0.174641,0.187741,0.202792,0.220253,0.240727,0.265019,0.294219,0.329814,0.373843,0.429086,0.499217,0.588736,0.702142,0.841309,1,
0,0.000780493,0.00156135,0.00234291,0.00312556,0.00390964,0.00469553,0.00548359,0.0062742,0.00706774,0.00786458,0.00866513,0.00946978,0.0102789,0.011093,0.0119125,0.0127377,0.0135692,0.0144073,0.0152527,0.0161058,0.016967,0.017837,0.0187163,0.0196055,0.0205051,0.0214158,0.0223382,0.0232731,0.024221,0.0251829,0.0261594,0.0271514,0.0281598,0.0291854,0.0302293,0.0312924,0.0323758,0.0334807,0.0346082,0.0357597,0.0369365,0.0381401,0.0393719,0.0406337,0.0419271,0.0432541,0.0446167,0.046017,0.0474574,0.0489403,0.0504683,0.0520445,0.053672,0.055354,0.0570943,0.0588968,0.060766,0.0627064,0.0647233,0.0668224,0.0690097,0.0712922,0.0736774,0.0761734,0.0787895,0.0815359,0.084424,0.0874663,0.0906771,0.0940724,0.09767,0.10149,0.105557,0.109895,0.114536,0.119514,0.124869,0.130648,0.136905,0.143704,0.151121,0.159246,0.168186,0.178071,0.18906,0.201346,0.215169,0.230827,0.248697,0.269256,0.293116,0.321062,0.35411,0.39357,0.441107,0.498776,0.568956,0.654024,0.755532,0.872629,1,
0,0.000935803,0.00187203,0.00280912,0.0037475,0.00468759,0.00562984,0.0065747,0.00752259,0.00847399,0.00942934,0.0103891,0.0113538,0.0123239,0.0132998,0.0142822,0.0152714,0.0162682,0.0172729,0.0182863,0.0193088,0.0203412,0.021384,0.0224378,0.0235035,0.0245816,0.025673,0.0267784,0.0278987,0.0290346,0.0301871,0.0313571,0.0325456,0.0337536,0.0349822,0.0362326,0.037506,0.0388036,0.0401268,0.041477,0.0428558,0.0442647,0.0457056,0.0471801,0.0486904,0.0502383,0.0518263,0.0534566,0.0551319,0.0568548,0.0586283,0.0604556,0.06234,0.0642854,0.0662957,0.0683752,0.0705286,0.0727611,0.0750781,0.0774858,0.0799909,0.0826005,0.0853227,0.0881663,0.091141,0.0942575,0.0975278,0.100965,0.104584,0.108401,0.112435,0.116706,0.121238,0.126058,0.131196,0.136685,0.142567,0.148887,0.155696,0.163057,0.171041,0.179731,0.189228,0.199649,0.211135,0.223854,0.238013,0.25386,0.271701,0.291913,0.314959,0.341417,0.372001,0.40759,0.44925,0.498238,0.555956,0.623807,0.702871,0.793333,0.893677,1,
0,0.00109068,0.00218186,0.00327404,0.00436771,0.00546338,0.00656156,0.00766275,0.00876748,0.00987628,0.0109897,0.0121082,0.0132324,0.0143629,0.0155002,0.016645,0.0177977,0.0189592,0.02013,0.0213107,0.0225021,0.0237049,0.0249198,0.0261475,0.027389,0.0286449,0.0299163,0.0312038,0.0325086,0.0338316,0.0351738,0.0365363,0.0379203,0.0393268,0.0407573,0.042213,0.0436953,0.0452057,0.0467458,0.0483172,0.0499216,0.051561,0.0532374,0.0549527,0.0567093,0.0585096,0.0603561,0.0622516,0.0641991,0.0662016,0.0682625,0.0703856,0.0725747,0.074834,0.0771682,0.0795822,0.0820814,0.0846716,0.0873591,0.090151,0.0930548,0.0960787,0.0992318,0.102524,0.105967,0.109572,0.113353,0.117324,0.121503,0.125908,0.13056,0.135481,0.140699,0.146242,0.152144,0.158443,0.165183,0.172414,0.180193,0.188586,0.19767,0.207536,0.218287,0.230048,0.242964,0.25721,0.272992,0.290558,0.310206,0.332293,0.35725,0.385593,0.417936,0.454998,0.497601,0.546638,0.603003,0.667445,0.740321,0.821253,0.908744,1,
0,0.00124507,0.0024907,0.00373746,0.00498593,0.00623667,0.00749025,0.00874727,0.0100083,0.011274,0.0125449,0.0138216,0.0151048,0.0163951,0.0176932,0.0189997,0.0203154,0.0216409,0.022977,0.0243244,0.025684,0.0270565,0.0284427,0.0298436,0.03126,0.0326929,0.0341432,0.035612,0.0371004,0.0386094,0.0401402,0.0416941,0.0432723,0.0448762,0.0465072,0.0481668,0.0498566,0.0515783,0.0533335,0.0551243,0.0569526,0.0588204,0.0607301,0.062684,0.0646846,0.0667346,0.0688369,0.0709947,0.0732112,0.0754899,0.0778347,0.0802496,0.082739,0.0853078,0.0879609,0.090704,0.0935431,0.0964847,0.0995359,0.102704,0.105998,0.109428,0.113002,0.116732,0.12063,0.12471,0.128987,0.133476,0.138197,0.143169,0.148415,0.15396,0.159833,0.166066,0.172695,0.17976,0.187309,0.195394,0.204076,0.213424,0.223519,0.234454,0.246336,0.25929,0.273464,0.289029,0.306187,0.325174,0.346271,0.369803,0.396155,0.425769,0.459152,0.496867,0.539518,0.58771,0.641973,0.702648,0.769717,0.842612,0.920047,1,
0,0.00139889,0.0027984,0.00419919,0.00560188,0.0070071,0.00841552,0.00982777,0.0112445,0.0126664,0.0140942,0.0155285,0.01697,0.0184195,0.0198777,0.0213453,0.0228232,0.024312,0.0258127,0.027326,0.0288529,0.0303943,0.031951,0.0335241,0.0351145,0.0367234,0.0383517,0.0400007,0.0416715,0.0433653,0.0450836,0.0468275,0.0485986,0.0503984,0.0522284,0.0540904,0.055986,0.0579171,0.0598858,0.061894,0.0639439,0.066038,0.0681787,0.0703685,0.0726104,0.0749073,0.0772624,0.0796791,0.082161,0.0847122,0.0873366,0.090039,0.0928241,0.0956971,0.0986637,0.10173,0.104902,0.108188,0.111595,0.115132,0.118807,0.122631,0.126615,0.130771,0.135112,0.139652,0.144408,0.149397,0.154639,0.160155,0.165971,0.172111,0.178608,0.185495,0.192809,0.200594,0.208898,0.217777,0.227292,0.237515,0.248528,0.260425,0.273312,0.287314,0.302573,0.319256,0.337552,0.357682,0.379899,0.404495,0.431798,0.462176,0.496034,0.533799,0.575895,0.622711,0.674532,0.731456,0.793286,0.859431,0.928833,1,
